https://via.placeholder.com/300',Expedition - Take me Away!,03-07-2024,Marfa & Russell
https://via.placeholder.com/300',Introducción A Las Humindades Especiales,15-02-2024,Online
https://via.placeholder.com/300',Encouter: Solar Eclipse 2024,02-01-2024,"Coahuila Deser, Bilbao Dunes"
https://via.placeholder.com/300',Space & Art Masterclass,01-20-2024,Online
https://via.placeholder.com/300',Spiritual Cosmos,10-01-2024,Online
https://via.placeholder.com/300',Black Canvas: A Radical Imagination Course,02-01-2024,Online
https://via.placeholder.com/300',Space Assembly: The Cultural Negotiation of Space Science,23-11-2023,"Northumbria University, UK"
https://via.placeholder.com/300',Cosmic Awe,14-11-2023,"Moos Space, Berlin"
https://via.placeholder.com/300',Tour de Moon - the Movie,11-09-2023,"V&A, London"
https://via.placeholder.com/300',Solar Action,02-08-2023,"Tempelhofer Feld, Berlin"
https://via.placeholder.com/300',Space Thinking: THe UNiverse as a Black Canvas,18-07-2023,"Tec de Monterrey, México"
https://via.placeholder.com/300',The Inner Cosmos,08-05-2023,Expedition
https://via.placeholder.com/300',Spiritual Cosmos with Nahum,31-01-2023,Online
https://via.placeholder.com/300',KOSMICA FIlm,01-11-2022,"Centre D'Art, Quebec"
https://via.placeholder.com/300',In Loving Memory of Earth,01-11-2022,"Atelier Gardens, Berlin"
https://via.placeholder.com/300',Space Politics and Dancefloors,01-11-2022,Online
https://via.placeholder.com/300',Nightscapes with Cristina Medellin,16-09-2022,Online
https://via.placeholder.com/300',Children - Dream on Amazing Campaign,09-05-2022,Global Challenge
https://via.placeholder.com/300',Observing Time wiht Ale de la Puente,20-02-2022,Online
https://via.placeholder.com/300',The Space Race Conference - Moon Mars Futures,03-12-2021,Online
https://via.placeholder.com/300',Festival - Tour de Moon,24-11-2021,"Various Venues, UK"
https://via.placeholder.com/300',Liquid Cosmos,19-2021,"The Lithuania Space Agency, La Biennale di Venezia, Venice"
https://via.placeholder.com/300',Space Experts - Summer Space Programme,19-10-2021,Internation Space University 
https://via.placeholder.com/300',Festival della Scienza,15-05-2021,Online
https://via.placeholder.com/300',10 years of cultural space agency ,22-03-2021,Online
https://via.placeholder.com/300',Verses of the Cosmos,25-11-2020,"Museo Materia, Sinaloa, Mexico"
https://via.placeholder.com/300',Artists in Orbit,01-06-2020,Online
https://via.placeholder.com/300',Film - Artists in Orbit,04-06-2020,Online
https://via.placeholder.com/300',Journeys - Living the Cosmos,-02-12-2019,"San Luis Potosí, Mexico"
https://via.placeholder.com/300',Sacred Fire,16-11-2021,"Mexico City, Mexico"
https://via.placeholder.com/300',Art int he Extremes,30-07-2019,"Stratbourg, France"
https://via.placeholder.com/300',La Luna al Popolo!,02-07-2019,"MACRO Museum, Rome"
https://via.placeholder.com/300',Apollo's Sister,08-06-2019,"Monumeno a la Revolución, Mexico City"
https://via.placeholder.com/300',International Videoart Film Festival,24-05-2019,"Museo C.A.V. La Neomudéjar, Madrid"
https://via.placeholder.com/300',KOSMICA Parliament - Error,05-09-2018,"Linz, Austria"
https://via.placeholder.com/300',Ethereal Things London,15-06-2018,"IKLECTIK, London"
https://via.placeholder.com/300',Cosmis Perspectives,27-05-2018,Ugly Duck London
https://via.placeholder.com/300',The Conquest of Arts in Space,20-03-2017,"La Colonie, Paris"
https://via.placeholder.com/300',KOSMICA Journeys,01-07-2017,"Hangar 1, Berlin"
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
https://via.placeholder.com/300',Title:,Value,This is additional text for this card
